time,n_replica,cpu_req_core,mem_req_KB,cpu_lim_core,mem_lim_KB,cpu_use_core,mem_use_KB
2337.36,5,2.000,2816000,5,9175040,0.281692873,3828628
2342.56,5,2.000,2816000,5,9175040,0.281692873,3828628
2347.74,5,2.000,2816000,5,9175040,0.347801406,3856436
2352.98,5,2.000,2816000,5,9175040,0.347801406,3856436
2358.22,5,2.000,2816000,5,9175040,0.347801406,3856436
2363.4,5,2.000,2816000,5,9175040,0.336932607,3872876
2368.57,5,2.000,2816000,5,9175040,0.336932607,3872876
2373.75,5,2.000,2816000,5,9175040,0.336932607,3872876
2378.92,5,2.000,2816000,5,9175040,0.299681588,3896884
2384.1,5,2.000,2816000,5,9175040,0.299681588,3896884
2389.26,5,2.000,2816000,5,9175040,0.299681588,3896884
2394.49,5,2.000,2816000,5,9175040,0.280970834,3934544
2399.67,5,2.000,2816000,5,9175040,0.280970834,3934544
